Time,num_cases
0,0
0.25,0
0.5,4
0.75,8
1,13
1.25,19
1.5,22
1.75,23
2,24
2.25,27
2.5,31
2.75,34
3,37
3.25,40
3.5,44
3.75,47
4,51
4.25,54
4.5,58
4.75,62
5,68
5.25,74
5.5,82
5.75,86
6,94
6.25,100
6.5,109
6.75,118
7,125
7.25,132
7.5,141
7.75,145
8,152
8.25,158
8.5,162
8.75,171
9,182
9.25,193
9.5,201
9.75,212
10,228
10.25,243
10.5,261
10.75,273
11,290
11.25,299
11.5,316
11.75,326
12,345
12.25,362
12.5,379
12.75,391
13,403
13.25,426
13.5,445
13.75,471
14,487
14.25,507
14.5,528
14.75,554
15,585
15.25,610
15.5,640
15.75,676
16,698
16.25,722
16.5,749
16.75,783
17,829
17.25,870
17.5,927
17.75,967
18,1023
18.25,1063
18.5,1121
18.75,1170
19,1250
19.25,1298
19.5,1355
19.75,1421
20,1502
20.25,1596
20.5,1671
20.75,1755
21,1841
21.25,1923
21.5,2025
21.75,2109
22,2219
22.25,2345
22.5,2462
22.75,2603
23,2731
23.25,2854
23.5,2982
23.75,3137
24,3294
24.25,3456
24.5,3620
24.75,3800
25,3979
25.25,4156
25.5,4341
25.75,4567
26,4783
26.25,4967
26.5,5215
26.75,5468
27,5710
27.25,5978
27.5,6257
27.75,6519
28,6806
28.25,7102
28.5,7438
28.75,7753
29,8077
29.25,8402
29.5,8763
29.75,9116
30,9523
30.25,9907
30.5,10333
30.75,10762
31,11205
31.25,11673
31.5,12107
31.75,12580
32,13057
32.25,13553
32.5,14067
32.75,14609
33,15120
33.25,15682
33.5,16269
33.75,16797
34,17412
34.25,18012
34.5,18613
34.75,19228
35,19809
35.25,20445
35.5,21121
35.75,21798
36,22467
36.25,23141
36.5,23846
36.75,24516
37,25205
37.25,25959
37.5,26657
37.75,27333
38,28074
38.25,28793
38.5,29537
38.75,30251
39,30955
39.25,31656
39.5,32410
39.75,33100
40,33809
40.25,34524
40.5,35248
40.75,35925
41,36657
41.25,37390
41.5,38104
41.75,38828
42,39493
42.25,40199
42.5,40865
42.75,41554
43,42195
43.25,42881
43.5,43495
43.75,44108
44,44752
44.25,45358
44.5,45930
44.75,46483
45,47077
45.25,47621
45.5,48138
45.75,48665
46,49165
46.25,49645
46.5,50142
46.75,50631
47,51113
47.25,51569
47.5,52021
47.75,52397
48,52760
48.25,53140
48.5,53516
48.75,53873
49,54232
49.25,54581
49.5,54890
49.75,55223
50,55553
50.25,55864
50.5,56137
50.75,56444
51,56728
51.25,56985
51.5,57230
51.75,57461
52,57710
52.25,57918
52.5,58163
52.75,58355
53,58556
53.25,58745
53.5,58930
53.75,59105
54,59266
54.25,59438
54.5,59581
54.75,59709
55,59869
55.25,60000
55.5,60123
55.75,60259
56,60392
56.25,60518
56.5,60638
56.75,60735
57,60831
57.25,60914
57.5,61010
57.75,61103
58,61191
58.25,61266
58.5,61344
58.75,61416
59,61495
59.25,61570
59.5,61625
59.75,61680
60,61726
60.25,61783
60.5,61839
60.75,61898
61,61954
61.25,61999
61.5,62044
61.75,62079
62,62126
62.25,62172
62.5,62209
62.75,62246
63,62286
63.25,62320
63.5,62343
63.75,62383
64,62422
64.25,62461
64.5,62490
64.75,62515
65,62543
65.25,62572
65.5,62591
65.75,62618
66,62640
66.25,62661
66.5,62681
66.75,62709
67,62725
67.25,62744
67.5,62765
67.75,62785
68,62795
68.25,62813
68.5,62825
68.75,62841
69,62852
69.25,62864
69.5,62875
69.75,62884
70,62893
70.25,62899
70.5,62913
70.75,62924
71,62933
71.25,62941
71.5,62954
71.75,62966
72,62975
72.25,62981
72.5,62992
72.75,62998
73,63007
73.25,63015
73.5,63024
73.75,63030
74,63036
74.25,63040
74.5,63048
74.75,63058
75,63068
75.25,63075
75.5,63079
75.75,63082
76,63085
76.25,63087
76.5,63088
76.75,63092
77,63094
77.25,63101
77.5,63104
77.75,63107
78,63112
78.25,63114
78.5,63117
78.75,63122
79,63123
79.25,63126
79.5,63128
79.75,63129
80,63129
80.25,63131
80.5,63131
80.75,63133
81,63136
81.25,63142
81.5,63145
81.75,63147
82,63147
82.25,63147
82.5,63149
82.75,63152
83,63152
