Time,num_fatalities
0,0
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,0
5,0
5.25,0
5.5,0
5.75,0
6,0
6.25,0
6.5,0
6.75,0
7,0
7.25,0
7.5,0
7.75,0
8,0
8.25,0
8.5,0
8.75,0
9,0
9.25,0
9.5,0
9.75,0
10,0
10.25,0
10.5,0
10.75,0
11,0
11.25,0
11.5,0
11.75,0
12,0
12.25,0
12.5,0
12.75,0
13,0
13.25,0
13.5,0
13.75,0
14,0
14.25,0
14.5,0
14.75,0
15,0
15.25,0
15.5,0
15.75,0
16,0
16.25,0
16.5,0
16.75,0
17,0
17.25,3
17.5,3
17.75,3
18,4
18.25,5
18.5,6
18.75,7
19,9
19.25,11
19.5,11
19.75,12
20,13
20.25,14
20.5,14
20.75,17
21,18
21.25,18
21.5,19
21.75,19
22,20
22.25,21
22.5,21
22.75,22
23,25
23.25,26
23.5,30
23.75,31
24,32
24.25,34
24.5,35
24.75,40
25,44
25.25,48
25.5,50
25.75,57
26,60
26.25,62
26.5,65
26.75,70
27,71
27.25,73
27.5,83
27.75,87
28,91
28.25,98
28.5,101
28.75,107
29,113
29.25,116
29.5,126
29.75,132
30,140
30.25,146
30.5,155
30.75,163
31,171
31.25,180
31.5,191
31.75,196
32,209
32.25,217
32.5,235
32.75,248
33,258
33.25,273
33.5,286
33.75,302
34,322
34.25,352
34.5,370
34.75,394
35,408
35.25,430
35.5,452
35.75,471
36,500
36.25,526
36.5,553
36.75,588
37,621
37.25,649
37.5,685
37.75,722
38,768
38.25,810
38.5,852
38.75,895
39,956
39.25,1005
39.5,1058
39.75,1119
40,1177
40.25,1259
40.5,1332
40.75,1417
41,1496
41.25,1594
41.5,1661
41.75,1735
42,1826
42.25,1908
42.5,2005
42.75,2101
43,2206
43.25,2316
43.5,2421
43.75,2564
44,2683
44.25,2831
44.5,2981
44.75,3126
45,3263
45.25,3440
45.5,3604
45.75,3766
46,3939
46.25,4143
46.5,4345
46.75,4537
47,4732
47.25,4916
47.5,5137
47.75,5378
48,5593
48.25,5819
48.5,6014
48.75,6248
49,6500
49.25,6744
49.5,7021
49.75,7289
50,7558
50.25,7842
50.5,8144
50.75,8438
51,8731
51.25,9049
51.5,9340
51.75,9659
52,9961
52.25,10297
52.5,10621
52.75,10943
53,11280
53.25,11634
53.5,11955
53.75,12271
54,12563
54.25,12905
54.5,13210
54.75,13542
55,13876
55.25,14238
55.5,14543
55.75,14898
56,15240
56.25,15563
56.5,15880
56.75,16196
57,16548
57.25,16856
57.5,17200
57.75,17522
58,17827
58.25,18174
58.5,18489
58.75,18791
59,19090
59.25,19417
59.5,19721
59.75,20011
60,20302
60.25,20552
60.5,20849
60.75,21149
61,21422
61.25,21701
61.5,21969
61.75,22238
62,22505
62.25,22766
62.5,23015
62.75,23266
63,23491
63.25,23716
63.5,23956
63.75,24166
64,24367
64.25,24589
64.5,24806
64.75,25035
65,25231
65.25,25407
65.5,25605
65.75,25795
66,25998
66.25,26185
66.5,26383
66.75,26570
67,26718
67.25,26872
67.5,27031
67.75,27179
68,27337
68.25,27481
68.5,27626
68.75,27770
69,27913
69.25,28063
69.5,28194
69.75,28318
70,28464
70.25,28578
70.5,28686
70.75,28809
71,28917
71.25,29028
71.5,29119
71.75,29225
72,29311
72.25,29396
72.5,29490
72.75,29587
73,29668
73.25,29736
73.5,29819
73.75,29903
74,29969
74.25,30029
74.5,30095
74.75,30167
75,30235
75.25,30302
75.5,30362
75.75,30414
76,30476
76.25,30537
76.5,30587
76.75,30659
77,30716
77.25,30769
77.5,30808
77.75,30858
78,30900
78.25,30939
78.5,30983
78.75,31014
79,31059
79.25,31098
79.5,31144
79.75,31186
80,31213
80.25,31240
80.5,31276
80.75,31308
81,31328
81.25,31356
81.5,31378
81.75,31417
82,31442
82.25,31464
82.5,31494
82.75,31530
83,31551
83.25,31574
83.5,31595
83.75,31614
84,31639
84.25,31649
84.5,31669
84.75,31690
85,31703
85.25,31721
85.5,31738
85.75,31754
86,31779
